Date,AMZN.NE,BBW,BOND.TO,BRK.NE,CGL.TO,DOL.TO,ENB.TO,EQB.TO,GOOG.NE,GOOGL,HPS-A.TO,LMN.V,MA.NE,META.NE,MSFT,MSFT.NE,NFTY,NVDA.NE,RAND,TSM,UMAC,UNH.NE,VFV.TO,WELL.TO,WMT.NE,XEQT.TO,ZDI.TO
2025-10-02,25.979999542236328,61.43547058105469,16.824649810791016,36.68000030517578,29.920000076293945,182.75221252441406,67.51883697509766,91.92955017089844,40.05596923828125,245.35667419433594,125.31953430175781,42.470001220703125,35.5406608581543,39.504207611083984,513.604248046875,36.81939697265625,56.42739486694336,43.155269622802734,13.838725090026855,286.52691650390625,14.970000267028809,16.264638900756836,165.45034790039062,5.329999923706055,43.143341064453125,39.352012634277344,28.234071731567383
2025-10-03,25.6299991607666,60.435630798339844,16.791860580444336,36.810001373291016,30.139999389648438,183.37152099609375,67.99562072753906,92.9776840209961,40.05596923828125,245.01715087890625,126.21681213378906,42.189998626708984,35.74010467529297,38.62567138671875,515.20751953125,36.90903091430664,56.32920837402344,42.895301818847656,13.959304809570312,290.58453369140625,16.3799991607666,16.599790573120117,165.2812042236328,5.46999979019165,43.28276824951172,39.54734420776367,28.445980072021484
2025-10-06,25.780000686645508,59.406097412109375,16.702865600585938,36.95000076293945,30.729999542236328,178.36720275878906,67.5577621459961,93.06668090820312,40.91481018066406,250.09024047851562,134.0729522705078,41.29999923706055,35.62044143676758,38.865272521972656,526.3811645507812,37.73564910888672,56.51576232910156,42.40535354614258,13.69032096862793,300.7384033203125,16.209999084472656,16.530790328979492,165.9180145263672,5.570000171661377,43.521793365478516,39.65753173828125,28.466161727905273
2025-10-07,25.899999618530273,57.47572326660156,16.78717803955078,37.09000015258789,30.829999923706055,177.5081787109375,67.14908599853516,92.512939453125,40.21575164794922,245.42657470703125,125.77815246582031,40.439998626708984,35.640384674072266,38.74547576904297,521.8101196289062,37.38707733154297,56.59431076049805,42.29536819458008,13.328584671020508,292.4143981933594,15.989999771118164,16.747650146484375,165.26129150390625,5.599999904632568,43.71101379394531,39.42713928222656,28.294618606567383
2025-10-08,25.899999618530273,58.3864631652832,16.796545028686523,37.09000015258789,31.399999618530273,176.46934509277344,66.6139144897461,92.512939453125,40.21575164794922,244.2881317138672,132.3780975341797,40.209999084472656,35.43096923828125,38.74547576904297,522.676513671875,37.38707733154297,56.339027404785156,42.29536819458008,13.041051864624023,302.8467712402344,15.640000343322754,17.03351593017578,166.32595825195312,6.010000228881836,43.59150314331055,39.63749694824219,28.345067977905273
2025-10-09,26.59000015258789,58.76264190673828,16.78717803955078,36.68000030517578,30.829999923706055,175.21078491210938,65.50465393066406,91.7812271118164,39.37688446044922,241.2023162841797,135.1197967529297,39.06999969482422,34.71908950805664,39.8536262512207,520.2366943359375,37.277523040771484,56.78086471557617,43.975181579589844,12.994674682617188,298.2322692871094,15.25,16.9349422454834,166.59458923339844,5.769999980926514,43.093544006347656,39.54734420776367,28.213891983032227
2025-10-10,25.280000686645508,59.346702575683594,16.993270874023438,36.13999938964844,31.149999618530273,174.78701782226562,64.969482421875,90.50566101074219,38.6179084777832,236.2490692138672,126.98448944091797,37.83000183105469,34.269744873046875,38.326171875,508.84405517578125,36.45090103149414,56.77104187011719,41.9054069519043,13.21728229522705,279.11785888671875,13.369999885559082,16.274497985839844,162.01756286621094,5.190000057220459,43.16325759887695,38.645809173583984,27.72953224182129
2025-10-13,,60.60392379760742,,,,,,,,243.81875610351562,,,,,511.9212341308594,,56.96741485595703,,13.18945598602295,301.2257385253906,14.319999694824219,,,,,,
2025-10-14,25.290000915527344,59.85157012939453,17.030742645263672,36.63999938964844,32.16999816894531,175.70652770996094,64.95001983642578,90.86163330078125,40.045982360839844,245.1169891357422,138.91824340820312,37.45000076293945,34.96872329711914,38.52583694458008,511.4432373046875,36.65008544921875,56.73176574707031,41.15549087524414,13.19873046875,294.3139343261719,15.210000038146973,16.560359954833984,164.6941375732422,5.25,45.3642463684082,39.326969146728516,28.193710327148438
2025-10-15,25.190000534057617,59.07942199707031,17.002639770507812,36.66999816894531,32.720001220703125,176.10630798339844,65.08625030517578,90.30790710449219,40.91481018066406,250.68942260742188,139.1375732421875,37.34000015258789,34.67914581298828,39.0150260925293,511.3038024902344,36.64012908935547,57.684173583984375,41.095497131347656,13.068877220153809,303.03570556640625,14.260000228881836,16.6195068359375,165.4204864501953,5.150000095367432,46.20082092285156,39.577396392822266,28.36525535583496
2025-10-16,25.049999237060547,55.515647888183594,17.08694839477539,36.060001373291016,33.38999938964844,180.63389587402344,64.58999633789062,89.38831329345703,40.9247932434082,251.1188507080078,139.32701110839844,36.810001373291016,33.79045104980469,38.68557357788086,509.4913330078125,36.50069808959961,57.841270446777344,41.55544662475586,12.948298454284668,298.1924743652344,12.75,16.36321449279785,164.375732421875,4.889999866485596,45.08538818359375,39.44216537475586,28.506526947021484
2025-10-17,24.8700008392334,55.14936828613281,17.068212509155273,36.29999923706055,32.709999084472656,182.87271118164062,64.20079040527344,88.51815795898438,41.20441818237305,252.9563446044922,138.49952697753906,35.060001373291016,34.54933547973633,38.925174713134766,511.4532470703125,36.62021255493164,58.351837158203125,41.93540573120117,12.595837593078613,293.4586181640625,12.34000015258789,16.392786026000977,164.8433837890625,4.880000114440918,45.62318801879883,39.33698654174805,28.51661491394043
2025-10-20,25.270000457763672,54.79299545288086,17.10568618774414,36.43000030517578,33.959999084472656,182.90269470214844,64.45377349853516,88.47860717773438,41.803611755371094,256.2019348144531,138.97805786132812,35.189998626708984,34.868865966796875,39.733829498291016,514.6498413085938,36.879150390625,58.81330871582031,41.715431213378906,13.430612564086914,296.06427001953125,12.760000228881836,16.757509231567383,166.81350708007812,4.96999979019165,45.33436584472656,39.77773666381836,28.678070068359375
2025-10-21,25.920000076293945,55.53544616699219,17.171260833740234,36.2599983215332,31.780000686645508,181.70333862304688,64.50242614746094,87.37113952636719,40.904823303222656,250.12020874023438,137.49258422851562,36.29999923706055,35.16843032836914,39.83366012573242,515.5162963867188,36.938907623291016,58.42056655883789,41.385467529296875,12.892646789550781,292.89178466796875,12.470000267028809,16.796939849853516,166.6244659423828,4.900000095367432,45.025630950927734,39.47722244262695,28.445980072021484
2025-10-22,25.479999542236328,55.53544616699219,17.189992904663086,36.2400016784668,31.799999237060547,183.1025848388672,64.9305648803711,86.8371810913086,41.024662017822266,251.34854125976562,136.59530639648438,36.290000915527344,35.13847351074219,39.77376174926758,518.3843994140625,37.19784927368164,59.343509674072266,41.17549133300781,12.799894332885742,287.292724609375,11.670000076293945,16.6195068359375,165.44039916992188,4.949999809265137,45.38416290283203,39.326969146728516,28.37534523010254
2025-10-23,25.81999969482422,55.94131851196289,17.10099983215332,36.13999938964844,31.84000015258789,186.041015625,64.20079040527344,88.18196105957031,41.21440505981445,252.73666381835938,140.40374755859375,35.88999938964844,35.29823684692383,39.83366012573242,518.404296875,37.14805221557617,58.93113327026367,41.57544708251953,12.762792587280273,289.1325378417969,11.880000114440918,16.599790573120117,166.35580444335938,5.039999961853027,45.21485900878906,39.55735778808594,28.425798416137695
2025-10-24,26.15999984741211,54.981082916259766,17.096317291259766,36.27000045776367,31.760000228881836,185.68121337890625,63.87968826293945,88.56759643554688,42.35287094116211,259.5673828125,178.9766387939453,35.900001525878906,35.26828384399414,40.08324432373047,521.441650390625,37.4069938659668,58.528568267822266,42.50534439086914,12.521635055541992,293.33929443359375,12.84000015258789,16.649076461791992,167.83836364746094,5.199999809265137,45.01567459106445,39.82281494140625,28.445980072021484
2025-10-27,26.520000457763672,55.03057861328125,17.15252113342285,36.0,30.84000015258789,185.3713836669922,64.39539337158203,88.16218566894531,43.86083221435547,268.9046630859375,184.0013885498047,36.0,35.16843032836914,40.742149353027344,529.3189697265625,37.894996643066406,58.74458312988281,43.695213317871094,12.632939338684082,296.6112365722656,15.130000114440918,16.826509475708008,169.84828186035156,5.179999828338623,44.25876998901367,40.08325958251953,28.59734344482422
2025-10-28,26.700000762939453,55.495849609375,17.194679260253906,35.54999923706055,30.600000381469727,182.79275512695312,63.87968826293945,87.41069030761719,43.651119232177734,267.1071472167969,202.77439880371094,35.099998474121094,34.78898620605469,40.82201385498047,539.8252563476562,38.661861419677734,58.646392822265625,45.844974517822266,12.846270561218262,299.8731994628906,14.010000228881836,16.954654693603516,169.589599609375,5.190000057220459,43.76081085205078,40.02816390991211,28.466161727905273
2025-10-29,26.850000381469727,54.43661880493164,17.05884552001953,35.08000183105469,30.549999237060547,180.20413208007812,63.36397933959961,86.46144104003906,44.73965072631836,274.197509765625,201.9369354248047,33.09000015258789,34.08002471923828,40.832000732421875,539.307373046875,38.641937255859375,58.37147521972656,47.25482177734375,12.948298454284668,303.41363525390625,15.899999618530273,16.3435001373291,169.7587432861328,5.039999961853027,43.40228271484375,39.8879280090332,28.264345169067383
2025-10-30,26.0,54.10993576049805,16.993270874023438,35.31999969482422,31.170000076293945,180.9936981201172,63.93806838989258,86.8371810913086,45.77824783325195,281.09814453125,204.8780059814453,33.060001373291016,34.119964599609375,36.17974853515625,523.582763671875,37.48666763305664,58.0769157409668,46.31492233276367,12.976123809814453,301.55389404296875,15.0600004196167,15.870347023010254,168.49508666992188,5.210000038146973,43.32260513305664,39.747684478759766,28.14291000366211
2025-10-31,28.489999771118164,53.67436981201172,16.945934295654297,35.27000045776367,30.969999313354492,182.2130584716797,63.63643264770508,88.46871185302734,45.76826477050781,280.8085021972656,213.35227966308594,33.5,33.97018814086914,35.18141174316406,515.6656494140625,37.028541564941406,57.684173583984375,46.20493698120117,12.716416358947754,298.77923583984375,14.970000267028809,15.663342475891113,169.43038940429688,5.25,42.87443923950195,39.897945404052734,28.08219337463379
2025-11-03,29.59000015258789,52.32805252075195,16.89859962463379,35.13999938964844,31.049999237060547,182.50291442871094,63.75319290161133,89.1806640625,46.07784652709961,283.3350830078125,214.3492431640625,32.380001068115234,33.411006927490234,34.54247283935547,514.888916015625,36.84927749633789,57.90999984741211,47.20482635498047,12.623662948608398,303.18487548828125,13.460000038146973,15.308476448059082,169.9477996826172,5.159999847412109,42.98398971557617,39.988094329833984,28.183387756347656
2025-11-04,29.059999465942383,50.63526153564453,16.945934295654297,35.970001220703125,30.440000534057617,180.8337860107422,63.63643264770508,89.14110565185547,45.04923629760742,277.1634521484375,203.41244506835938,30.389999389648438,33.96019744873047,34.023338317871094,512.2001342773438,36.63016891479492,57.605621337890625,45.31503677368164,12.80916976928711,292.4342956542969,12.079999923706055,15.200045585632324,168.48512268066406,4.960000038146973,43.31264877319336,39.55735778808594,28.041715621948242
2025-11-05,29.15999984741211,50.69465637207031,16.784996032714844,36.08000183105469,30.8700008392334,181.8932342529297,64.00617980957031,89.437744140625,46.22764205932617,283.92425537109375,207.5000457763672,29.8700008392334,33.97018814086914,34.462608337402344,505.0597839355469,36.11228561401367,57.86090850830078,44.585113525390625,12.670039176940918,292.02655029296875,11.90999984741211,15.032470703125,169.28114318847656,4.900000095367432,42.9541130065918,39.817806243896484,28.25422477722168
2025-11-06,28.299999237060547,48.47719955444336,16.91753578186035,36.380001068115234,30.84000015258789,181.61338806152344,64.45377349853516,87.82599639892578,46.23762893676758,284.3636779785156,188.21856689453125,28.270000457763672,33.96019744873047,33.53415298461914,495.04144287109375,35.385257720947266,57.055782318115234,42.895301818847656,12.920473098754883,287.65069580078125,10.75,14.786036491394043,167.47023010253906,4.5,43.10350036621094,39.54734420776367,28.264347076416016
2025-11-07,28.479999542236328,48.70488357543945,16.870201110839844,36.810001373291016,30.989999771118164,184.84165954589844,65.13490295410156,87.08438873291016,45.378787994384766,278.45172119140625,183.67237854003906,29.110000610351562,33.850364685058594,33.693885803222656,494.7626037597656,35.395225524902344,57.193241119384766,42.90530014038086,12.98539924621582,284.92578125,10.59000015258789,14.8944673538208,166.73391723632812,4.440000057220459,43.462032318115234,39.447174072265625,28.304824829101562
2025-11-10,28.950000762939453,48.2594108581543,16.86073112487793,36.630001068115234,31.850000381469727,187.43028259277344,65.33924102783203,86.3724365234375,47.166378021240234,289.7064208984375,180.33251953125,27.299999237060547,33.93024444580078,34.23298645019531,503.9045715332031,36.0624885559082,57.42889404296875,45.33503341674805,12.753517150878906,293.6475830078125,11.479999542236328,14.756464958190918,169.10203552246094,4.230000019073486,43.342525482177734,39.938011169433594,28.497100830078125
2025-11-11,29.020000457763672,46.61611557006836,16.955402374267578,36.66999816894531,31.950000762939453,188.77957153320312,65.85494995117188,85.6604995727539,47.33614730834961,290.914794921875,177.92982482910156,27.389999389648438,34.28971862792969,33.9434700012207,506.573486328125,36.20191955566406,58.165287017822266,44.08517074584961,12.874095916748047,289.57012939453125,10.859999656677246,15.022613525390625,169.39059448242188,4.150000095367432,43.74089050292969,40.033172607421875,28.77033042907715
2025-11-12,28.469999313354492,49.00186538696289,16.969602584838867,37.060001373291016,32.439998626708984,191.15829467773438,66.40957641601562,86.39221954345703,46.64707946777344,286.3210144042969,178.67755126953125,26.270000457763672,34.51938247680664,32.97508239746094,509.0233154296875,36.36126708984375,58.165287017822266,44.09516906738281,12.790617942810059,289.02313232421875,10.729999542236328,15.58448314666748,169.38063049316406,4.159999847412109,43.78072738647461,40.21848678588867,28.92212677001953
2025-11-13,27.700000762939453,48.843475341796875,16.865467071533203,37.79999923706055,32.25,193.96681213378906,65.93279266357422,85.47262573242188,45.29889678955078,278.19207763671875,163.21449279785156,25.149999618530273,34.119964599609375,33.03498458862305,501.205810546875,35.813507080078125,57.59580612182617,42.575340270996094,12.86482048034668,280.6494445800781,9.649999618530273,15.288762092590332,166.9727020263672,4.110000133514404,43.37240219116211,39.68758010864258,28.760211944580078
2025-11-14,27.350000381469727,48.20991897583008,16.76605987548828,37.5,31.579999923706055,194.8263397216797,66.27125549316406,84.02896881103516,44.959354400634766,276.0350036621094,164.16162109375,24.3700008392334,33.47092056274414,32.985069274902344,508.0672607421875,36.2318000793457,58.263465881347656,43.30525588989258,12.892646789550781,283.2550048828125,9.350000381469727,14.766322135925293,166.7239532470703,4.079999923706055,43.33256149291992,39.67756271362305,28.8310489654541
